序號,統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期
675,50837948,昱維金屬科技有限公司,臺中市南屯區永定里文昌街206巷36號1樓,李義豐,3000000,1070905
676,50837953,誠實貿易有限公司,臺中市北屯區大坑里東山路二段78之7號1樓,黃宗誠,250000,1070905
677,50837969,翔瑞精密企業有限公司,臺中市大里區仁化里仁慈街255號1樓,徐資惠,2000000,1070905
678,50837974,勝方數位有限公司,臺中市北區臺灣大道二段360號24樓之3,黃英舜,1000000,1070905
679,50837980,美景企業有限公司,臺中市豐原區東勢里育才街71號11樓之2,沈國肇,2000000,1070905
680,50837996,京宇建設有限公司,臺中市西區忠明里梅亭街671號1樓,張弘岳,500000,1070905
681,50838003,上騰環境科技有限公司,臺中市沙鹿區三鹿里保成五街72號1樓,卓伯全,500000,1070905
682,50838019,海坊旅行社股份有限公司,臺中市西區華美西街一段139號2樓,莊雅筑,6000000,1070920
683,50838025,康盛發生機有限公司,臺中市豐原區安康路69號一樓,何芊蓉,1000000,1070920
684,50838030,逸鑫建設有限公司,臺中市神岡區圳堵里和睦路一段188巷35號1樓,王國權,15000000,1070920
685,50838046,和農科技有限公司,臺中市烏日區烏日里公園路322巷10號1樓,林和鋒,1000000,1070920
686,50838051,艾博思科技股份有限公司,臺中市潭子區大富路二段14號,龎少甫,20000000,1070920
687,50838067,樂鑫材料科技股份有限公司,臺中市大肚區王田里王福街750巷35號,蔡幸樺,6000000,1070920
688,50838072,德品有限公司,臺中市豐原區福德路8之2號,鄭勝壬,400000,1070920
689,50838088,宏暘電業股份有限公司,臺中市北屯區平田里文心路四段955號18樓之3,黃志文,100000,1070920
690,50838094,愛馬仕國際有限公司,臺中市北區忠明路409號2樓,劉家輔,1400000,1070920
691,50838101,肉多多進化有限公司,臺中市北區錦村里進化路280號,趙懿婷,200000,1070920
692,50838117,昭德地產股份有限公司,臺中市西區中興里向上路一段86號2樓,葉一萱,16000000,1070920
693,50838123,邑棋有限公司,臺中市南區工學路54號1樓,林邑樺,200000,1070920
694,50838138,寬德安有限公司,臺中市西屯區西屯路二段63之4號,鍾寬仁,200000,1070920
695,50838165,薪鵬建設有限公司,臺中市西區藍興里三民路一段103號11樓之2,吳淑琴,1000000,1070920
696,50838170,鋁成室內裝修有限公司,臺中市南區永和里五權南一路27號1樓,陳文濱,118888,1070920
697,50838186,發現美麗生技實業股份有限公司,臺中市大甲區岷山里中山路一段906號,王瑞發,300000,1070920
698,50838192,曉艾有限公司,臺中市南屯區大業里大昌街541號1樓,蔡宙晃,200000,1070920
699,50838209,原里設計工程有限公司,臺中市西區五權五街151號5樓之3,簡紹鈞,1000000,1070920
700,50838215,大東國際開發有限公司,臺中市西區吉龍里五權八街125號4樓之7,王建東,1000000,1070921
701,50838221,天御資訊有限公司,臺中市清水區國姓里三美路27-11號1樓,陳資發,1000000,1070921
702,50838236,榛樂國際企業有限公司,臺中市北屯區廍子里景賢路232號2樓,薛丞哲,1000000,1070921
703,50838242,詠鉅工業科技股份有限公司,臺中市大雅區四德里雅環路一段157號1樓,李培源,3000000,1070921
704,50838257,立揚汽車有限公司,臺中市烏日區五光里五光路95號,蔡錦昌,1000000,1070921
705,50838263,漫旅國際管理顧問有限公司,臺中市北區錦祥里錦祥街22號1樓,陳信裕,500000,1070921
706,50838279,廣家興業股份有限公司,臺中市太平區太平里永平路三段252號,許世宗,900000,1070921
707,50838284,唯壹工程有限公司,臺中市西區臺灣大道二段186號20樓之5,蔡承峰,400000,1070921
708,50838290,悠浩國際有限公司,臺中市潭子區中山路一段175號,林瓏,1000000,1070921
709,50838307,台灣宸運雲端有限公司,臺中市西屯區惠來里市政北七路186號三樓之1,王振彬,3000000,1070921
710,50838313,弘業開發有限公司,臺中市北屯區水湳里中清路二段13號1樓,吳志宏,300000,1070921
711,50838334,呈佑科技有限公司,臺中市大里區中興路二段50巷26之1號4樓,賴瑞良,100000,1070921
712,50838340,優渥資產管理有限公司,臺中市西屯區大墩十九街241號3樓,榮桂蘭,500000,1070921
713,50838355,名店數位商城有限公司,臺中市南屯區公益路二段429號5樓,賴政弘,50000,1070921
714,50838361,綠偲有限公司,臺中市沙鹿區鹿寮里福德路138巷14弄5號1樓,亷珮怡,120000,1070925
715,50838377,傑恒投資股份有限公司,臺中市大雅區橫山里中科路1088號2樓,張永杰,3000000,1070921
716,50838382,文墨科技股份有限公司,臺中市大里區東興里益民路二段317巷28號1樓,江以文,901000,1070921
717,50838398,久裕精密機械股份有限公司,臺中市南屯區文山里精科八路40號,陳永豐,18000000,1070921
718,50838405,金皇品國際有限公司,臺中市東區十甲路208巷3弄6號1樓,葉怡君,500000,1070921
719,50838411,傳博國際有限公司,臺中市西屯區逢福里河南路二段262號8樓之8,林權澤,1000000,1070925
720,50838427,宬翊地產開發有限公司,臺中市大里區大明路293號1樓,馮馨儀,1000000,1070925
721,50838432,易成紙業有限公司,臺中市豐原區社皮里社興四街16號1樓,黃俊銘,3000000,1070925
722,50838453,賁麗士生技有限公司,臺中市南屯區南屯路二段408號12樓之3,簡嘉君,100000,1070925
723,50838469,日昇機電有限公司,臺中市西屯區何厝里何厝東二街23號4樓之3,莊勝堯,150000,1070925
724,50838475,良長豐有限公司,臺中市豐原區朴子里豐勢路二段535巷49弄26之1號1樓,張朝嘉,5000000,1070925
725,50838480,天恩人本生活事業有限公司,臺中市西屯區潮洋里黎明路二段860巷30號2樓,林季蓉,880000,1070925
726,50838496,偕暉有限公司,臺中市太平區永成里永成北路66巷42號,劉環豪,2200000,1070925
727,50838502,巨丞實業有限公司,臺中市霧峰區本鄉里光明街95號1樓,蘇秋雲,500000,1070925
728,50838518,齊藤有限公司,臺中市潭子區潭陽里圓通南路229號1樓,斉藤守弘,1000000,1070925
729,50838524,誠摯投資有限公司,臺中市西區吉龍里五權五街60號1樓,廖朝州,500000,1070925
730,50838539,佳龍地產有限公司,臺中市西屯區玉門路482號15樓之3,陳秋碧,668888,1070925
731,50838545,囍莯國際有限公司,臺中市南屯區文山里13鄰保安十街115號10樓之2,徐詩萍,100000,1070925
732,50838550,宸信科技有限公司,臺中市東區東英里十甲路363號1樓,曾佳雯,500000,1070925
733,50838566,富加國際股份有限公司,臺中市西屯區何福里寧夏路180號2樓,林詩凱,200000,1070925
734,50838572,台灣時尚家居電動床股份有限公司,臺中市霧峰區中正里振興西街17號8樓,許湞惠,1000000,1070925
735,50838587,凰馬有限公司,臺中市太平區勤益里中山路一段159巷60號1樓,洪壹灃,100000,1070925
736,50838593,立鈺建設股份有限公司,臺中市西屯區潮洋里市政路686號1樓,吳淑娥,56000000,1070925
737,50838600,鑫裕不動產經紀有限公司,臺中市北屯區平昌里文心路四段822號2樓,劉介明,500000,1070925
738,50838616,來德富工程有限公司,臺中市西屯區何厝里何厝街34號1樓,查沛君,500000,1070926
739,50838622,瑞裴爾科技有限公司,臺中市南區南門里忠明南路1288巷13號1樓,周以哲,100000,1070926
740,50838637,群醫益生股份有限公司,臺中市大甲區薰風里中山路一段911之2號1樓,陳薏羽,1000000,1070926
741,50838643,信奕建設開發有限公司,臺中市北區健行里民權路586號7樓,吳聖光,500000,1070926
742,50838658,瑞晶創意有限公司,臺中市北區健行里民權路559號3樓之1,賴麒任,5000000,1070926
743,50838664,友鼎有限公司,臺中市大甲區義和里中山路一段344號1樓,陳琮棋,3000000,1070926
744,50838670,國士企業有限公司,臺中市太平區坪林里中山路二段115號4樓,王俊傑,100000,1070926
745,50838685,辰溢實業有限公司,臺中市神岡區神洲里大洲路158號2樓,王景德,100000,1070926
746,50838691,小山之丘有限公司,臺中市南屯區大墩十二街476號1樓,陳裕德,500000,1070926
747,50838708,享創物聯有限公司,臺中市烏日區九德里興祥街100號2樓,陳宏利,660000,1070926
748,50838714,坤侑國際有限公司,臺中市南區南和里忠明南路1086號13樓之3,余侑津,3100000,1070926
749,50838720,斯淬特有限公司,臺中市西屯區西平里福星路403號,蔡咏霖,1000000,1070926
750,50838735,滄龍發國際貿易股份有限公司,臺中市南區忠明南路758號14樓,陳冠全,1051000,1070927
751,50838741,高觀國際行銷有限公司,臺中市北區新興里一中街8號2樓,鄭而娟,1000000,1070926
752,50838756,生源開發股份有限公司,臺中市太平區新光里振武路53巷6號1樓,許淳淳,2000000,1070926
753,50838762,丞藺有限公司,臺中市南屯區大業里大昌街443號1樓,劉子宏,500000,1070926
754,50838778,巨鴻國際有限公司,臺中市南屯區惠德街80號1樓,古鴻鈞,300000,1070926
755,50838783,台灣美鍇機械產品有限公司,臺中市南屯區文心路一段186號19樓之6,HUBERT NERLICH,200000,1070926
756,50838799,富緹仕國際有限公司,臺中市大里區大明里中興路二段671巷8弄15號13樓,趙若彤,800000,1070926
757,50838806,牧暉生科研有限公司,臺中市西屯區何安里文心路三段6號3樓之17,劉昭香,500000,1070926
758,50838812,珮琦國際貿易有限公司,臺中市沙鹿區清泉里清泉路163巷3號,黃葉秀蘭,480000,1070927
759,50838828,聯川儀器有限公司,臺中市后里區義里里甲后路一段195號1樓,林青宏,200000,1070927
760,50838833,彩付寶有限公司,臺中市南區高工二街126號,王維德,6000000,1070927
761,50838849,正和紙業有限公司,臺中市霧峰區北柳里四德路136巷53弄1號1樓,謝裕創,500000,1070927
762,50838854,煥顏國際有限公司,臺中市西屯區潮洋里朝富路213號23樓之5,王耀權,1000000,1070927
763,50838860,翊昇精密有限公司,臺中市潭子區栗林里豐栗路13巷1號1樓,黃政義,1000000,1070927
764,50838876,裕泓國際有限公司,臺中市大甲區日南里幼獅路25號,朱哲毅,1680000,1070927
765,50838881,好房多物業管理顧問有限公司,臺中市沙鹿區晉江里北勢東路530號2樓,劉美娟,300000,1070927
766,50838897,燿震消防工程有限公司,臺中市南屯區東興路二段180號2樓,楊子賢,200000,1070927
767,50838904,鑫宬金屬有限公司,臺中市烏日區五光里五光路57號1樓,宋正勝,500000,1070927
768,50838910,錦隆嵐有限公司,臺中市西區安龍里林森路212之4號2樓,吳秉泓,20000,1070927
769,50838926,艾斯蹦有限公司,臺中市北區金龍里梅亭街32號1樓,沈欣諭,100000,1070927
770,50838931,渥川有限公司,臺中市西屯區何成里大容東街206號3樓,徐立宗,660000,1070927
771,50838947,巨霖工程有限公司,臺中市潭子區潭興路二段140巷15號,林雨舟,200000,1070927
772,50838968,五陽貿易有限公司,臺中市北區民權路562號1樓,黃筱涵,400000,1070927
773,50838974,碩頎顧問有限公司,臺中市北屯區后庄里敦化路一段598號16樓之3,黃學信,100000,1070927
774,50838995,騰輝廣告有限公司,臺中市西屯區市政路402號23樓之1,王昱棠,100000,1070927
775,50839002,上奇網訊有限公司,臺中市西屯區何成里大墩二十街156號一樓,林淑華,500000,1070927
776,50839018,熱電醫學科技股份有限公司,臺中市南屯區永春東路700巷1號1樓,鄭益慶,501000,1070928
777,50839024,光吳實業有限公司,臺中市沙鹿區鹿寮里中山路永安巷32號1樓,吳偉峰,1500000,1070928
778,50839045,一仕有限公司,臺中市西屯區烈美街55巷8號4樓之2,謝濱展,7900000,1070928
779,50839050,啟富國際精品有限公司,臺中市北屯區平順里昌平路一段388號9樓之2,俞筠瑩,50000,1070928
780,50839066,東暉五金有限公司,臺中市太平區太平里永豐路357號,陳右儒,3000000,1070928
781,50839072,品詮興業有限公司,臺中市南屯區春社里永春路56之2號2樓,賴鵬元,500000,1070928
782,50839087,杰森木業有限公司,臺中市神岡區神洲里光啟路115號,吳鸝鋒,1000000,1070928
783,50839093,心沐寬廣告企劃有限公司,臺中市南區福順里忠明南路801號15樓之2,謝承安,168000,1070928
784,50839116,中曜餐飲有限公司,臺中市北區博館路54號1樓、55號1樓、56號1樓,李聰賢,1000000,1070928
785,50839122,樂曲有限公司,臺中市太平區德隆里光興路123號2樓,黃婉婷,1000000,1070928
786,50839137,冠辰國際有限公司,臺中市東區東南里精武路63號3樓,王琦涵,100000,1070928
787,50839143,全發建設有限公司,臺中市南屯區新生里永春路38號1樓,李乙斐,2000000,1070928
788,50848163,超越專業清潔有限公司,新北市三重區自強路3段14號(1樓),游國賢,3000000,1070831
789,50848178,盛凱貿易有限公司,新北市三重區進安街178號,陳品禴,500000,1070903
790,50848184,碁瑞創意國際有限公司,新北市中和區員山路585號17樓,陳吉峰,1000000,1070903
791,50848190,鐿豐環保科技有限公司,新北市三重區長安街69號(1樓),鄧嘉慶,330000000,1070903
792,50848207,蔡耳國際有限公司,新北市永和區福和里永貞路79號(1樓),花宥慈,200000,1070903
793,50848213,擷益整合物流有限公司,新北市樹林區東豐街49巷34號（2樓）,林俊毅,1000000,1070903
794,50848229,伸億不動產仲介經紀有限公司,新北市新莊區中平路271號,李雅玲,1000000,1070903
795,50848234,米沙路莊園文創有限公司,新北市中和區景平路545巷1弄8之2號(3樓),沈福來,500000,1070903
796,50848240,易生活國際有限公司,新北市新店區安康路1段300號,劉彥辰,5000000,1070903
797,50848255,太棒有限公司,新北市板橋區文化路1段136巷12號,羅翊愷,400000,1070903
798,50848261,鴻恩儀器有限公司,新北市三峽區學勤路186號4樓,官月萍,500000,1070903
799,50848276,雅韻室內裝修有限公司,新北市永和區保生路1號9樓之6,徐千惠,1000000,1070903
800,50848282,福霖宴會有限公司,新北市新莊區立信一街31號3樓,趙裕翔,1000000,1070903
801,50848298,盈通投資有限公司,新北市板橋區重慶路245巷68號2樓,黃瓊瑱,20000000,1070903
802,50848305,博譽科技股份有限公司,新北市新店區中央路153號7樓之1,李家芸,48000,1070903
803,50848311,金水餐飲股份有限公司,新北市泰山區仁愛路6巷4弄19號8樓,趙佛浩,1000000,1070903
804,50848327,久鉅廣告有限公司,新北市新莊區中原東路192之1號9樓,陳宥銘,300000,1070903
805,50848332,陽光無害空間環境科技有限公司,新北市新店區安康路3段421號,江朝順,1000000,1070903
806,50848348,米菈時尚國際有限公司,新北市板橋區文化路一段139號,李承洋,1000000,1070903
807,50848353,汎亞資訊有限公司,新北市樹林區太順街62巷3弄13號,張佑任,500000,1070903
808,50848369,佩思有限公司,新北市永和區永貞路79號,謝思毅,6000000,1070903
809,50848374,小精兵有限公司,新北市永和區永貞路79號,CHAN DAVID SAI ON,6239374,1070903
810,50848380,迪兒塔創意工作室有限公司,新北市中和區中山路2段274號(2樓),吳中硯,10000,1070903
811,50848396,崧蔚橡膠實業有限公司,新北市五股區成泰路1段139巷2弄1號3樓,許家承,1000000,1070903
812,50848403,新大建設股份有限公司,新北市三重區重新路五段609巷2號4樓之1,林育宗,20000000,1070903
813,50848419,昕暉建設股份有限公司,新北市三重區重新路5段609巷2號4樓之1,沈柏明,20000000,1070903
814,50848430,新北生技有限公司,新北市三重區新北大道2段139巷31號3樓,金秋伶,1000000,1070904
815,50848451,莫里森工藝有限公司,新北市五股區民義路1段187號,陳致杰,1000000,1070904
816,50848467,大煮廚食品有限公司,新北市新莊區中正路558之12號,王政大,300000,1070904
817,50848472,承心文創娛樂有限公司,新北市淡水區民族路50巷46號3樓,葉欣怡,100000,1070904
818,50848488,川佳仕業機械有限公司,新北市五股區中興路1段8號9樓之10,李基福,10000000,1070904
819,50848494,安錮科技工程有限公司,新北市樹林區東順街90巷3弄17號（1樓）,陳瑩,500000,1070904
820,50848500,墨平方室內裝修設計有限公司,新北市中和區中正路872號10樓之6,陳世璇,2000000,1070904
821,50848516,新心形象顧問有限公司,新北市新莊區民安路180巷4之3號,鄭雅婷,100000,1070905
822,50848522,僑緻空間設計有限公司,新北市三芝區淡金路2段89號4樓之2,劉宏裕,100000,1070904
823,50848537,沐光研創國際有限公司,新北市三重區集美街148號3樓,林均容,200000,1070904
824,50848543,忠北國際有限公司,新北市中和區中山路2段351號5樓之9,許智彥,3000000,1070904
825,50848558,愛德恩室內裝修工程有限公司,新北市新莊區雙鳳路90巷2弄4號(1樓),欒忠恩,500000,1070904
826,50848564,廣軒有限公司,新北市新莊區新泰路400號,林育生,200000,1070904
827,50848579,卓峰工程有限公司,新北市新莊區立信三街2號12樓,黃金仙,300000,1070904
828,50848585,萬旭晟工程有限公司,新北市板橋區文化路1 段188巷9弄110號（2樓）,吳翊慈,1000000,1070904
829,50848591,德邦有限公司,新北市蘆洲區中山一路95巷22弄17號,莊秋菊,1000000,1070904
830,50848608,瑞藝生技股份有限公司,新北市永和區永和路2段55號(1樓)、2樓,張秀如,6000000,1070904
831,50848614,英特格系統股份有限公司,新北市土城區中央路2段276之1號6樓,盧坤泉,600000,1070905
832,50848620,允樂建設有限公司,新北市鶯歌區鶯桃路2段29巷2號7樓,吳晉鴻,8000000,1070905
833,50848635,東禾數位行銷有限公司,新北市新莊區新泰路42號3樓之1,張巧燕,1000000,1070904
834,50848641,仟曜生技有限公司,新北市淡水區新市一路3段156巷7號9樓,楊律盈,300000,1070904
835,50848656,威勝紙業有限公司,新北市新莊區中港路558號2樓,王施秀凉,1000000,1070904
836,50848662,煦和室內裝修設計工程有限公司,新北市板橋區中正路341巷24號,徐澤民,700000,1070904
837,50848677,亞威國際事業有限公司,新北市新店區僑信路121巷9號,郭輝煌,100000,1070904
838,50848683,萃凡有限公司,新北市新莊區民樂街105巷10號2樓,廖淑梅,350000,1070904
839,50848699,睿泓股份有限公司,新北市汐止區龍安路28巷6號11樓之5,江詩偉,1000000,1070905
840,50848706,承漾設計顧問有限公司,新北市新莊區中正路803巷48號5樓,林秉澤,1000000,1070905
841,50848712,福幫文化有限公司,新北市八里區龍形二街3巷8號7樓,林群翔,50000,1070905
842,50848733,李季室內裝修設計工程有限公司,新北市新莊區新興街48巷2號2樓,季妍如,8000000,1070905
843,50848749,工科有限公司,新北市永和區中和路499號2樓,魏錫宏,100000,1070905
844,50848754,勤益建材有限公司,新北市中和區連城路446之1號5樓,巫建樺,300000,1070905
845,50848760,榮達車業有限公司,新北市新莊區思源路445號(1樓),徐逸哲,500000,1070905
846,50848775,利承油漆工程有限公司,新北市三重區永安北路1段17巷24號5樓,李瑋宸,100000,1070905
847,50848781,卡鉑尼減碳科技股份有限公司,新北市新莊區新莊路185號,張哲銘,4000000,1070905
848,50848797,鈺福工程有限公司,新北市新莊區西盛街339之3號,饒金福,300000,1070905
849,50848804,怡安康醫療器材有限公司,新北市汐止區新台五路2段83號(1樓),王冠富,1000000,1070905
850,50848810,泰維國際整合有限公司,新北市淡水區中正東路2段87之12號27樓,李訓光,150000,1070905
851,50848826,唐帝工業科技有限公司,新北市三峽區大德路16號6樓之3,李純儀,500000,1070905
852,50848831,絢揚印刷有限公司,新北市蘆洲區長樂路56巷8號,曾思敏,200000,1070905
853,50848847,祝福無限國際有限公司,新北市樹林區保安街1段11號3樓之2,侯妏蒨,100000,1070905
854,50848852,淇基智能科技有限公司,新北市泰山區泰林路2段327號,曾郁峰,1800000,1070905
855,50848868,兆元資訊有限公司,新北市中和區華新街192巷22弄24之3號,黃飛虎,1500000,1070905
856,50848873,大城小花家居有限公司,新北市永和區永元路69巷2號2樓,汪大成,2000000,1070905
857,50848889,德豐生技有限公司,新北市新莊區公園路76號8樓,陳金水,2000000,1070905
858,50848895,台灣藝工傳播有限公司,新北市五股區五福路14巷38號5樓,王姵雯,200000,1070905
859,50848902,睿驊電算科技股份有限公司,新北市新店區北新路3段207之2號15樓,陳基宏,1000000,1070906
860,50848918,和樂實業有限公司,新北市板橋區四川路1段23號9樓之1,葉子強,3200000,1070905
861,50848924,江國舜租屋有限公司,新北市板橋區板新路34號(1樓),江國舜,100000,1070906
862,50848945,合順沙發有限公司,新北市三峽區二鬮路136巷75號2樓,張振裕,50000,1070906
863,50848950,簡錦聰租屋有限公司,新北市三重區力行路2段8號(1樓),簡錦聰,100000,1070906
864,50848971,庭丞國際實業有限公司,新北市三重區三和路4段300巷30號(1樓),吳睿庭,1200000,1070906
865,50848987,嬡伊美實業有限公司,新北市三重區三和路4段111號3樓,林世甫,1000000,1070906
866,50848993,邁兆食品有限公司,新北市新店區北宜路1段12號(1樓),李易諠,2000000,1070906
867,50849000,鮮榮實業有限公司,新北市三重區重陽路4段5號2樓,戴興華,500000,1070906
868,50849016,雲程科技有限公司,新北市新莊區化成路352巷14號(2樓),賴廷舜,1000000,1070906
869,50849022,一品輪胎有限公司,新北市蘆洲區三民路221號,朱正峰,1500000,1070906
870,50849037,諾優米有限公司,新北市汐止區新台五路1段25之1號10樓,沙品奇 (SARKER PINAKI RANJAN),3000000,1070906
871,50849043,好用功有限公司,新北市汐止區樟樹一路129巷20弄3號（1樓）,鍾曜年,200000,1070906
872,50849058,紘騰企業有限公司,新北市新莊區新北大道7段301號6樓,邱意如,1000000,1070906
873,50849064,兒子娃娃資訊有限公司,新北市板橋區中正路216巷148號5樓,傅紹愷,500000,1070906
874,50849079,聰德廣告工程有限公司,新北市汐止區仁愛路322號5樓,李聰德,500000,1070906
875,50849091,寶格數位媒體行銷有限公司,新北市板橋區民權路202巷10弄7號(1樓),李旻原,200000,1070906
876,50849108,富嘉開發建設股份有限公司,新北市永和區永和路2段12號6樓,麥崇德,10000000,1070906
877,50849114,吉邑國際有限公司,新北市八里區中山路2段466巷58號(1樓),林燕,3000000,1070906
878,50849120,華罡科技有限公司,新北市新莊區民安路417巷24號（2樓）,塗榮立,1000000,1070906
879,50849135,德穎興業有限公司,新北市中和區中山路2段346號9樓,許世明,100000,1070906
880,50849156,亨捷冷氣空調有限公司,新北市新莊區光華街16號3樓,林柏亨,500000,1070906
881,50849162,佰築室內裝修股份有限公司,新北市新店區黎明路60巷4號3樓,廖崇欽,1000000,1070906
882,50849177,嘉誠房地產股份有限公司,新北市林口區文化三路2段312號,沈萬山,1000000,1070906
883,50849183,玄荷設計有限公司,新北市中和區中正路753號19樓,蔡和昌,100000,1070906
884,50849199,高瑋精機有限公司,新北市中和區民享街82之3號,蔡佳珊,1000000,1070906
885,50849212,安盛瑞有限公司,新北市板橋區萬安街53巷29之1號,洪為禎,1000000,1070906
886,50849228,台灣史丹利百得熱處理股份有限公司,新北市土城區中央路3段244巷1號,江文德,100000,1070907
887,50849233,米堂實業有限公司,新北市三峽區學成路278號19樓之2,陳昭米,100000,1070907
888,50849249,善全投資股份有限公司,新北市新莊區福營路227巷36號,黃國峯,50000000,1070907
889,50849260,三稜國際有限公司,新北市新莊區建福路53號2樓,陳忠良,1000000,1070907
890,50849275,侑展工業有限公司,新北市汐止區樟樹一路198巷2號4樓,謝德樹,500000,1070907
891,50849281,唐晨軒事業有限公司,新北市樹林區佳園路1段75巷206號（4樓）,張瑋汝,1000000,1070907
892,50849297,紫東有限公司,新北市板橋區民治街57巷15弄4號2樓,郭令儀,100000,1070907
893,50849304,亦茗卉不凡工藝有限公司,新北市中和區連城路260號,蔣芷芸,1000000,1070907
894,50849310,芯宸科技工程有限公司,新北市永和區中正路417號8樓,黃榮輝,200000,1070907
895,50849326,愛葳珠寶有限公司,新北市三重區五福街22號3樓,楊東融,300000,1070907
896,50849331,名輝事業有限公司,新北市土城區學府路1段126巷53號12樓,林捷洋,300000,1070907
897,50849347,三強興業有限公司,新北市三重區重陽路4段5號2樓,蔡明樹,500000,1070907
898,50849352,國強電腦科技有限公司,新北市中和區秀朗路3段175巷16號4樓之1,李依陵,1000000,1070907
899,50849368,日森國際有限公司,新北市新莊區中正路863之3號（1樓）,蔡蕙歆,200000,1070907
900,50849373,博根生物科技股份有限公司,新北市新店區僑愛一路1號（1樓）,陳建源,2000000,1070907
901,50849389,捷勝興業有限公司,新北市林口區麗園一街11巷11號3樓之3,王吉勝,2000000,1070907
902,50849395,嵩翰科技有限公司,新北市永和區保平路30巷7號3樓,李崇鴻,150000,1070907
903,50849402,華愛同心國際有限公司,新北市三重區五華街21巷1號6樓,蕭宇棠,200000,1070907
904,50849418,豐源生生技股份有限公司,新北市五股區中興路1段6號7樓,林錦花,10000000,1070907
905,50849424,谷林運算股份有限公司,新北市五股區五權二路19號(4樓),馮輝譯,30000000,1070910
906,50849439,行雲流水影像事業有限公司,新北市板橋區國光路37號,王國書,3000000,1070907
907,50849450,黎明糖果設計有限公司,新北市泰山區文程路3之1號7樓,陳惠芸,10000,1070910
908,50849466,住重產機股份有限公司,新北市三重區重新路4段97號30樓之1,日朝俊一,5000000,1070910
909,50849471,日將工程有限公司,新北市新莊區新泰路3巷33號（1樓）,郭俊麟,100000,1070910
910,50849487,鎧擎有限公司,新北市八里區龍米路1段103號2樓,李鎧臣,100000,1070910
911,50849493,松德企業有限公司,新北市鶯歌區大湖路190號,林芳如,3000000,1070910
912,50849509,逸達創業家聯合有限公司,新北市板橋區中山路2段77號(3樓),周逸達,1000000,1070910
913,50849515,食在好神有限公司,新北市新莊區頭前路113號7樓,林俊男,200000,1070910
914,50849521,光曜國際工貿有限公司,新北市新莊區雙鳳路77巷6號14樓之3,蔡曜守,500000,1070910
915,50849536,寶鼎國際廣告有限公司,新北市三重區重新路2段46之8號3樓,曾謀仁,200000,1070910
916,50849542,安心良食有限公司,新北市新莊區後港一路56巷2號2樓,陳偉民,800000,1070910
917,50849557,綠埕花學文創有限公司,新北市中和區興南路2段112巷2弄12之3號,曾品蓁,100000,1070910
918,50849563,龍豪國際車業有限公司,新北市新店區安民街379巷4號5樓,翁豪澤,500000,1070910
919,50849578,私董力國際股份有限公司,新北市三重區重新路5段609巷8號7樓之3,李美華,1000000,1070910
920,50849584,諄陽國際有限公司,新北市中和區民有街60號,譚慧姿,1000000,1070910
921,50849590,橘利股份有限公司,新北市蘆洲區中原路11號（1樓）,林欣華,3000000,1070910
922,50849607,長億工程有限公司,新北市三重區中華路50巷1弄21號（1樓）,邱誌杰,200000,1070910
923,50849613,嵩隆力上電子有限公司,新北市鶯歌區中正三路450號,簡憲嵩,500000,1070910
924,50849629,俊輝有限公司,新北市新莊區中正路614巷8弄12號,詹文輝,200000,1070910
925,50849634,豐澤科技有限公司,新北市林口區文化二路2段181號25樓,聶正一,100000,1070910
926,50849640,承勳實業有限公司,新北市板橋區鄉雲里中山路1段1號7樓之24,何彥穎,400000,1070910
927,50849655,富澤物業有限公司,新北市中和區連城路347巷25之3號,蔡掬朶,300000,1070910
928,50849661,瑞喬企業有限公司,新北市板橋區中山路1段1號7樓之24,周秉綱,400000,1070910
929,50849676,駿業國際精密有限公司,新北市汐止區福德二路349號,高瑞臨,2000000,1070910
930,50849682,良好生活有限公司,新北市新店區寶興路42巷5號6樓,蔡靜如,500000,1070910
931,50849698,鉅沐地毯國際有限公司,新北市新店區安祥路110巷43號14樓,陳睿紳,600000,1070910
932,50849705,黑川室內裝修工程有限公司,新北市林口區文化三路2段281號,謝沐汎,500000,1070910
933,50849711,立潔環境有限公司,新北市三重區自強路1段64號7樓,武辰緯,1500000,1070910
934,50849727,宇紘系統科技有限公司,新北市板橋區中山路2段367之1號2樓,康語宸,300000,1070910
935,50849732,亮山川投資有限公司,新北市新莊區新泰路421之1號（1樓）,陳忠智,9000000,1070910
936,50849748,興聖室內裝修工程有限公司,新北市板橋區文化路2段464巷22弄5號(1樓),邱聖幃,1000000,1070910
937,50849753,益鼎餐具有限公司,新北市五股區國道路3段2巷12號,鐘志峰,500000,1070910
938,50849769,初原國際餐飲有限公司,新北市板橋區新民街7巷3號3樓,陳家群,1000000,1070910
939,50849780,光立方投資股份有限公司,新北市樹林區大安路520號4樓,吳麗娟,53820390,1070911
940,50849796,歐姆科技有限公司,新北市中和區泰和街31號（1樓）,張家瑋,380000,1070911
941,50849803,益丞堂食品有限公司,新北市鶯歌區二橋街87號(1樓),鄭仁祥,1000000,1070911
942,50849819,速運達國際物流有限公司,新北市新莊區中原東路192之1號9樓,馬超群,300000,1070911
943,50849825,育展電信工程有限公司,新北市板橋區銘傳街27之2號,蔡政育,1000000,1070911
944,50849830,隆昌水池清潔有限公司,新北市板橋區長安街331巷103之1號,謝志隆,600000,1070911
945,50849846,榆桉有限公司,新北市土城區亞洲路18號,蘇淑倩,250000,1070911
